investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004434,2025-02-17,125498,REDEMPTION,305525,Gujarat,Surat,T30,46-55,Male,17.7,UPI,PENDING
INV000057,2025-02-17,100016,SIP,7900,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Cheque,PENDING
INV002490,2025-02-18,101207,SIP,51182,Gujarat,Surat,T30,36-45,Female,28.1,Net Banking,PENDING
INV000803,2025-02-18,125498,SIP,2185,Karnataka,Mysore,B30,26-35,Female,20.6,Net Banking,PENDING
INV002749,2025-02-18,119120,SIP,44760,West Bengal,Kolkata,T30,46-55,Female,58.7,Net Banking,PENDING
INV000604,2025-02-18,120842,SIP,2727,Karnataka,Bangalore,T30,26-35,Male,9.5,Mandate,PENDING
INV003902,2025-02-18,119552,SIP,3152,Karnataka,Mysore,B30,26-35,Male,23.1,Net Banking,PENDING
INV002943,2025-02-19,119552,SIP,2152,Karnataka,Bangalore,T30,26-35,Female,7.6,Net Banking,PENDING
INV002950,2025-02-19,148568,SIP,1132,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Net Banking,PENDING
INV001540,2025-02-19,120504,SIP,11097,Maharashtra,Pune,T30,26-35,Female,17.3,UPI,PENDING
INV000957,2025-02-20,149322,LUMPSUM,246977,Madhya Pradesh,Bhopal,B30,36-45,Male,38.2,Net Banking,PENDING
INV002935,2025-02-20,120504,SIP,2769,Madhya Pradesh,Indore,T30,18-25,Male,5.6,UPI,PENDING
INV003791,2025-02-20,148568,LUMPSUM,251641,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Mandate,PENDING
INV001269,2025-02-20,119093,LUMPSUM,376340,Maharashtra,Mumbai,T30,26-35,Male,14.4,Net Banking,PENDING
INV003436,2025-02-20,119552,LUMPSUM,265900,Maharashtra,Mumbai,T30,36-45,Female,54.4,Mandate,PENDING
INV002500,2025-02-20,100025,LUMPSUM,157897,Delhi,New Delhi,T30,26-35,Male,14.7,UPI,PENDING
INV000297,2025-02-21,118635,LUMPSUM,445880,Gujarat,Ahmedabad,T30,26-35,Male,13.0,UPI,PENDING
INV003871,2025-02-21,118633,SIP,20219,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Net Banking,PENDING
INV002170,2025-02-21,120503,REDEMPTION,238529,Delhi,New Delhi,T30,26-35,Female,14.7,Mandate,PENDING
INV004474,2025-02-21,102886,SIP,4409,West Bengal,Kolkata,T30,46-55,Male,16.5,UPI,PENDING
INV001816,2025-02-22,100033,REDEMPTION,50042,Telangana,Hyderabad,T30,26-35,Male,9.0,Mandate,PENDING
INV001811,2025-02-22,118633,SIP,12366,Punjab,Amritsar,B30,18-25,Male,7.8,UPI,PENDING
INV000288,2025-02-22,125497,SIP,583,Telangana,Hyderabad,T30,26-35,Male,10.1,UPI,PENDING
INV002784,2025-02-22,120842,REDEMPTION,119312,Karnataka,Mysore,B30,26-35,Male,17.7,Net Banking,PENDING
INV003639,2025-02-22,101208,LUMPSUM,238518,Telangana,Hyderabad,T30,36-45,Female,22.9,UPI,PENDING
INV003980,2025-02-23,148568,SIP,13197,West Bengal,Kolkata,T30,26-35,Male,7.1,Net Banking,PENDING
INV000459,2025-02-23,119092,LUMPSUM,297535,West Bengal,Kolkata,T30,26-35,Female,21.5,Cheque,PENDING
INV003744,2025-02-23,149324,SIP,7041,Karnataka,Mysore,B30,18-25,Female,4.1,Mandate,PENDING
INV003232,2025-02-23,120504,LUMPSUM,355770,Maharashtra,Pune,T30,36-45,Female,30.9,UPI,PENDING
INV004854,2025-02-23,119094,SIP,3539,Rajasthan,Udaipur,B30,18-25,Female,3.5,Net Banking,PENDING
INV000583,2025-02-24,100025,SIP,4580,Punjab,Amritsar,B30,26-35,Male,8.7,Net Banking,PENDING
INV000248,2025-02-24,119095,LUMPSUM,65760,Madhya Pradesh,Indore,T30,36-45,Female,28.6,Net Banking,PENDING
INV000912,2025-02-24,101206,LUMPSUM,92803,Haryana,Faridabad,B30,36-45,Male,26.7,UPI,PENDING
INV002022,2025-02-24,149323,SIP,978,Tamil Nadu,Coimbatore,B30,26-35,Male,6.8,Mandate,PENDING
INV004593,2025-02-24,118636,LUMPSUM,521572,Punjab,Amritsar,B30,26-35,Male,13.7,Cheque,PENDING
INV003693,2025-02-24,102886,SIP,8697,Madhya Pradesh,Bhopal,B30,36-45,Male,25.2,Net Banking,PENDING
INV002892,2025-02-24,100016,REDEMPTION,78119,West Bengal,Kolkata,T30,18-25,Male,4.4,Net Banking,PENDING
INV002523,2025-02-25,100025,SIP,3246,Telangana,Hyderabad,T30,46-55,Female,57.2,Net Banking,PENDING
INV003354,2025-02-25,119120,REDEMPTION,224534,Punjab,Chandigarh,T30,46-55,Male,48.5,Cheque,PENDING
INV002236,2025-02-25,118634,LUMPSUM,136525,Delhi,New Delhi,T30,26-35,Male,21.6,Cheque,PENDING
INV003190,2025-02-25,102886,LUMPSUM,330033,Punjab,Chandigarh,T30,26-35,Female,19.6,UPI,PENDING
INV003536,2025-02-25,119552,LUMPSUM,87186,Maharashtra,Nashik,B30,36-45,Male,36.9,Net Banking,PENDING
INV002988,2025-02-26,100016,LUMPSUM,360196,Uttar Pradesh,Kanpur,B30,36-45,Male,40.1,UPI,PENDING
INV000197,2025-02-26,118632,SIP,20100,Maharashtra,Mumbai,T30,18-25,Male,6.9,UPI,PENDING
INV003742,2025-02-26,101206,REDEMPTION,232938,Tamil Nadu,Chennai,T30,56+,Female,53.9,Cheque,PENDING
INV002183,2025-02-26,119094,SIP,25886,Uttar Pradesh,Kanpur,B30,46-55,Female,98.2,Cheque,PENDING
INV001329,2025-02-26,120842,SIP,548,Punjab,Amritsar,B30,36-45,Female,37.2,Cheque,PENDING
INV000560,2025-02-26,101207,REDEMPTION,140295,Punjab,Chandigarh,T30,18-25,Male,3.4,Mandate,PENDING
INV003148,2025-02-27,100025,REDEMPTION,441228,Maharashtra,Pune,T30,18-25,Male,4.0,Mandate,PENDING
INV002944,2025-02-27,125498,SIP,4590,Karnataka,Mysore,B30,36-45,Female,28.1,Mandate,PENDING
INV000333,2025-02-27,149323,SIP,11063,Maharashtra,Nashik,B30,26-35,Male,14.8,UPI,PENDING
INV003710,2025-02-27,120842,SIP,13634,Rajasthan,Udaipur,B30,26-35,Male,19.6,UPI,PENDING
INV000904,2025-02-27,120506,SIP,570,West Bengal,Kolkata,T30,36-45,Male,55.0,UPI,PENDING
INV003146,2025-02-27,125498,SIP,49708,Rajasthan,Udaipur,B30,26-35,Male,20.2,Net Banking,PENDING
INV001117,2025-02-27,119598,SIP,7509,Punjab,Amritsar,B30,18-25,Male,3.9,Cheque,PENDING
INV002220,2025-02-27,119093,LUMPSUM,18737,Punjab,Chandigarh,T30,46-55,Male,29.9,Mandate,PENDING
INV004533,2025-02-27,119093,SIP,57106,Gujarat,Ahmedabad,T30,36-45,Male,51.5,Cheque,PENDING
INV000676,2025-02-27,118635,LUMPSUM,201756,Rajasthan,Udaipur,B30,56+,Male,71.7,Mandate,PENDING
INV000439,2025-02-28,101207,SIP,2939,Rajasthan,Udaipur,B30,56+,Male,23.4,UPI,PENDING
INV001062,2025-02-28,118635,LUMPSUM,111819,Karnataka,Bangalore,T30,26-35,Male,21.1,Net Banking,PENDING
INV002786,2025-02-28,118633,SIP,2842,Tamil Nadu,Coimbatore,B30,26-35,Female,13.3,Cheque,PENDING
INV003256,2025-02-28,102885,SIP,2261,Punjab,Amritsar,B30,46-55,Male,26.0,UPI,PENDING
INV003028,2025-02-28,119094,SIP,4089,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,PENDING
INV003738,2025-03-01,120841,LUMPSUM,337312,Delhi,Noida,T30,26-35,Male,19.0,Cheque,PENDING
INV001955,2025-03-01,149323,SIP,14958,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Cheque,PENDING
INV001443,2025-03-01,119094,SIP,1994,Uttar Pradesh,Kanpur,B30,46-55,Female,79.8,Cheque,PENDING
INV004736,2025-03-01,120844,LUMPSUM,421462,Tamil Nadu,Chennai,T30,36-45,Male,19.7,UPI,PENDING
INV003734,2025-03-01,119093,REDEMPTION,258331,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Net Banking,PENDING
INV003493,2025-03-01,119093,SIP,4247,Gujarat,Surat,T30,18-25,Male,4.2,UPI,PENDING
INV000837,2025-03-01,119094,SIP,3173,Telangana,Hyderabad,T30,56+,Male,9.8,Cheque,PENDING
INV002514,2025-03-01,118632,SIP,4795,Rajasthan,Udaipur,B30,18-25,Male,7.5,Cheque,PENDING
INV001276,2025-03-01,120503,SIP,3150,Rajasthan,Jaipur,T30,56+,Male,46.2,Mandate,PENDING
INV004691,2025-03-01,148569,LUMPSUM,453805,Delhi,Noida,T30,26-35,Male,14.5,Cheque,PENDING
INV004681,2025-03-02,119551,LUMPSUM,77403,Haryana,Faridabad,B30,26-35,Female,19.0,Net Banking,PENDING
INV001628,2025-03-02,102887,SIP,10148,Rajasthan,Jaipur,T30,36-45,Female,45.6,Net Banking,PENDING
INV004605,2025-03-02,148569,SIP,2831,Maharashtra,Nashik,B30,36-45,Male,17.8,Mandate,PENDING
INV003528,2025-03-03,119094,SIP,8256,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,UPI,PENDING
INV003970,2025-03-03,120842,SIP,2001,Telangana,Hyderabad,T30,18-25,Male,4.1,Net Banking,PENDING
INV004058,2025-03-03,119093,REDEMPTION,84644,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Net Banking,PENDING
INV002459,2025-03-03,102885,LUMPSUM,29788,Rajasthan,Udaipur,B30,18-25,Female,5.2,Net Banking,PENDING
INV000980,2025-03-03,119599,SIP,55062,West Bengal,Kolkata,T30,18-25,Female,7.3,UPI,PENDING
INV000930,2025-03-03,125498,SIP,2980,Rajasthan,Udaipur,B30,18-25,Female,4.1,Mandate,PENDING
INV002748,2025-03-04,149323,LUMPSUM,505062,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,PENDING
INV000024,2025-03-04,100025,SIP,3534,Delhi,Gurugram,T30,36-45,Female,27.0,Net Banking,PENDING
INV004824,2025-03-04,101206,LUMPSUM,75106,Uttar Pradesh,Agra,B30,26-35,Male,15.3,Cheque,PENDING
INV000395,2025-03-04,120504,SIP,501,Delhi,Noida,T30,18-25,Male,3.4,Cheque,PENDING
INV004606,2025-03-04,149323,SIP,1119,Gujarat,Surat,T30,36-45,Male,57.2,Net Banking,PENDING
INV004765,2025-03-04,148569,LUMPSUM,49602,Haryana,Gurugram,T30,26-35,Male,10.4,Net Banking,PENDING
INV000238,2025-03-05,118634,REDEMPTION,341749,Telangana,Hyderabad,T30,36-45,Male,26.3,Mandate,PENDING
INV002874,2025-03-05,118636,SIP,2243,Punjab,Chandigarh,T30,56+,Female,15.0,UPI,PENDING
INV002775,2025-03-05,120842,LUMPSUM,386762,Haryana,Faridabad,B30,18-25,Female,5.9,Mandate,PENDING
INV000722,2025-03-05,148567,REDEMPTION,282297,Punjab,Chandigarh,T30,26-35,Female,8.1,Cheque,PENDING
INV003022,2025-03-05,120504,SIP,2552,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,PENDING
INV003765,2025-03-05,120843,SIP,2828,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,Cheque,PENDING
INV002849,2025-03-05,101207,REDEMPTION,274726,Madhya Pradesh,Indore,T30,26-35,Male,21.3,Mandate,PENDING
INV003524,2025-03-05,148569,LUMPSUM,269754,Telangana,Hyderabad,T30,36-45,Male,12.5,Cheque,PENDING
INV000413,2025-03-05,149322,SIP,538,Haryana,Gurugram,T30,36-45,Female,49.8,UPI,PENDING
INV003462,2025-03-05,119551,REDEMPTION,364569,Rajasthan,Jaipur,T30,26-35,Female,24.3,UPI,PENDING
INV002553,2025-03-05,149323,REDEMPTION,145273,Gujarat,Ahmedabad,T30,36-45,Female,47.8,Net Banking,PENDING
INV000262,2025-03-05,120506,LUMPSUM,177198,Telangana,Hyderabad,T30,36-45,Male,47.6,UPI,PENDING
INV003201,2025-03-06,101206,SIP,8664,Rajasthan,Jaipur,T30,36-45,Female,12.2,Cheque,PENDING
INV002784,2025-03-06,119095,SIP,17389,Karnataka,Mysore,B30,26-35,Male,17.7,Net Banking,PENDING
INV000030,2025-03-06,119094,SIP,2212,Delhi,Noida,T30,18-25,Female,5.1,Mandate,PENDING
INV001228,2025-03-07,120506,LUMPSUM,586007,Karnataka,Bangalore,T30,36-45,Female,29.8,Net Banking,PENDING
INV002341,2025-03-07,119095,SIP,27951,West Bengal,Kolkata,T30,36-45,Female,50.8,UPI,PENDING
INV002095,2025-03-07,120504,REDEMPTION,416451,Punjab,Amritsar,B30,26-35,Male,9.2,Net Banking,PENDING
INV002591,2025-03-07,148568,SIP,14284,Gujarat,Ahmedabad,T30,18-25,Male,3.7,Net Banking,PENDING
INV004602,2025-03-07,118636,SIP,5273,Delhi,Noida,T30,26-35,Female,9.4,Mandate,PENDING
INV002106,2025-03-07,100016,SIP,4803,Uttar Pradesh,Lucknow,T30,26-35,Male,20.8,UPI,PENDING
INV003789,2025-03-08,118632,LUMPSUM,426310,Rajasthan,Udaipur,B30,36-45,Male,29.9,Cheque,PENDING
INV003406,2025-03-08,120504,SIP,25965,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Net Banking,PENDING
INV002137,2025-03-08,118635,SIP,7614,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Net Banking,PENDING
INV002765,2025-03-08,120843,SIP,438,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Net Banking,PENDING
INV003602,2025-03-08,118634,REDEMPTION,396946,Maharashtra,Nashik,B30,46-55,Male,75.4,UPI,PENDING
INV000723,2025-03-08,100025,SIP,820,Madhya Pradesh,Indore,T30,46-55,Female,31.4,Mandate,PENDING
INV000160,2025-03-08,120503,REDEMPTION,279685,Tamil Nadu,Chennai,T30,36-45,Female,26.8,Cheque,PENDING
INV004576,2025-03-08,120506,SIP,3281,Rajasthan,Jaipur,T30,46-55,Male,54.5,Mandate,PENDING
INV001224,2025-03-09,101206,REDEMPTION,70126,West Bengal,Kolkata,T30,18-25,Female,6.8,Cheque,PENDING
INV001286,2025-03-09,119552,SIP,24662,Maharashtra,Pune,T30,36-45,Male,44.6,Mandate,PENDING
INV000556,2025-03-09,119120,SIP,27034,Rajasthan,Udaipur,B30,18-25,Male,7.2,UPI,PENDING
INV000887,2025-03-09,148568,REDEMPTION,264892,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,UPI,PENDING
INV002347,2025-03-10,119599,SIP,3131,Delhi,New Delhi,T30,26-35,Female,6.5,Cheque,PENDING
INV003267,2025-03-10,100016,LUMPSUM,282899,Rajasthan,Udaipur,B30,36-45,Male,29.9,Mandate,PENDING
INV004803,2025-03-10,149323,REDEMPTION,203564,Haryana,Gurugram,T30,18-25,Female,7.7,Net Banking,PENDING
INV003128,2025-03-10,125498,SIP,1886,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Cheque,PENDING
INV004636,2025-03-10,120844,SIP,57199,Uttar Pradesh,Kanpur,B30,18-25,Female,5.0,Mandate,PENDING
INV000452,2025-03-10,120505,LUMPSUM,22531,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,Mandate,PENDING
INV003026,2025-03-10,119551,REDEMPTION,396168,Madhya Pradesh,Bhopal,B30,36-45,Female,25.7,Cheque,PENDING
INV001341,2025-03-10,102886,SIP,2304,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Mandate,PENDING
INV001653,2025-03-10,119551,LUMPSUM,95036,Maharashtra,Mumbai,T30,36-45,Male,45.4,Cheque,PENDING
INV002353,2025-03-10,100016,SIP,44810,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,PENDING
INV003983,2025-03-11,120503,LUMPSUM,211215,Haryana,Faridabad,B30,26-35,Female,22.3,UPI,PENDING
INV001241,2025-03-11,101207,LUMPSUM,62894,Tamil Nadu,Chennai,T30,36-45,Female,18.3,Cheque,PENDING
INV001070,2025-03-11,119598,SIP,44226,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,UPI,PENDING
INV002092,2025-03-11,149324,LUMPSUM,82519,Punjab,Amritsar,B30,18-25,Male,7.7,Cheque,PENDING
INV003778,2025-03-11,100016,SIP,4471,Tamil Nadu,Chennai,T30,36-45,Male,59.4,Mandate,PENDING
INV002774,2025-03-12,149324,SIP,47775,Haryana,Gurugram,T30,36-45,Male,58.4,Cheque,PENDING
INV000356,2025-03-12,119598,SIP,8925,Haryana,Faridabad,B30,56+,Male,71.7,Net Banking,PENDING
INV001642,2025-03-12,120844,REDEMPTION,186881,Rajasthan,Jaipur,T30,56+,Female,20.5,Net Banking,PENDING
INV000974,2025-03-12,120843,SIP,5423,Maharashtra,Mumbai,T30,46-55,Male,88.6,UPI,PENDING
INV000754,2025-03-12,148568,REDEMPTION,93826,West Bengal,Kolkata,T30,26-35,Male,8.0,UPI,PENDING
INV002787,2025-03-12,118632,SIP,3245,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Net Banking,PENDING
INV000930,2025-03-12,119092,LUMPSUM,206748,Rajasthan,Udaipur,B30,18-25,Female,4.1,Cheque,PENDING
INV004205,2025-03-12,119552,SIP,2308,Telangana,Hyderabad,T30,56+,Female,56.9,UPI,PENDING
INV000929,2025-03-12,120841,SIP,2317,West Bengal,Kolkata,T30,36-45,Female,27.7,Net Banking,PENDING
INV000161,2025-03-13,148569,SIP,1901,Rajasthan,Jaipur,T30,18-25,Female,6.8,Net Banking,PENDING
INV003941,2025-03-13,148567,SIP,9426,Rajasthan,Udaipur,B30,26-35,Male,8.0,Net Banking,PENDING
INV002427,2025-03-13,100025,SIP,6913,Karnataka,Mysore,B30,18-25,Female,6.5,UPI,PENDING
INV001218,2025-03-14,148568,REDEMPTION,228024,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,PENDING
INV000042,2025-03-14,120503,SIP,598,Punjab,Amritsar,B30,26-35,Female,15.3,Net Banking,PENDING
INV002216,2025-03-14,149323,SIP,9781,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,PENDING
INV004026,2025-03-15,125497,SIP,549,Haryana,Faridabad,B30,26-35,Female,8.3,Mandate,PENDING
INV000181,2025-03-15,119093,LUMPSUM,498579,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Net Banking,PENDING
INV004692,2025-03-15,118633,SIP,2212,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,PENDING
INV000634,2025-03-15,101208,SIP,1881,Karnataka,Bangalore,T30,26-35,Female,22.7,UPI,PENDING
INV002392,2025-03-15,100016,SIP,3417,Madhya Pradesh,Indore,T30,56+,Female,68.4,Mandate,PENDING
INV001803,2025-03-16,102887,SIP,14271,Rajasthan,Udaipur,B30,26-35,Female,20.6,Net Banking,PENDING
INV000587,2025-03-16,118632,SIP,3110,Punjab,Chandigarh,T30,26-35,Male,15.5,UPI,PENDING
INV003672,2025-03-16,102886,SIP,585,Uttar Pradesh,Agra,B30,36-45,Male,32.5,UPI,PENDING
INV001795,2025-03-16,118633,SIP,29400,Madhya Pradesh,Indore,T30,46-55,Male,17.7,Cheque,PENDING
INV001299,2025-03-16,148567,REDEMPTION,383249,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,PENDING
INV003997,2025-03-16,119552,SIP,570,Telangana,Hyderabad,T30,36-45,Male,48.3,Cheque,PENDING
INV000427,2025-03-16,119551,SIP,7227,Punjab,Amritsar,B30,56+,Female,18.6,Mandate,PENDING
INV000391,2025-03-16,148567,SIP,868,Tamil Nadu,Chennai,T30,18-25,Male,6.3,Cheque,PENDING
INV001454,2025-03-16,120843,SIP,2299,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Mandate,PENDING
INV003128,2025-03-17,120841,REDEMPTION,311714,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Net Banking,PENDING
INV004805,2025-03-17,120506,SIP,470,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Net Banking,PENDING
INV002150,2025-03-17,119552,SIP,588,Uttar Pradesh,Kanpur,B30,26-35,Female,21.5,Mandate,PENDING
INV002184,2025-03-18,118633,REDEMPTION,246540,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,PENDING
INV002627,2025-03-18,100025,SIP,454,West Bengal,Kolkata,T30,26-35,Male,19.0,Cheque,PENDING
INV001157,2025-03-18,118633,LUMPSUM,320434,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Mandate,PENDING
INV004165,2025-03-18,119093,LUMPSUM,205950,West Bengal,Kolkata,T30,26-35,Male,9.3,Net Banking,PENDING
INV004319,2025-03-18,119551,REDEMPTION,8225,Gujarat,Surat,T30,18-25,Male,3.9,Net Banking,PENDING
INV001510,2025-03-19,100016,SIP,24468,Gujarat,Surat,T30,26-35,Male,15.4,Net Banking,PENDING
INV000852,2025-03-19,149324,LUMPSUM,160999,Maharashtra,Nashik,B30,26-35,Female,18.1,UPI,PENDING
INV001141,2025-03-19,120504,LUMPSUM,180952,West Bengal,Kolkata,T30,18-25,Female,3.0,UPI,PENDING
INV001281,2025-03-19,101206,SIP,8990,Telangana,Hyderabad,T30,18-25,Male,7.9,Net Banking,PENDING
INV001573,2025-03-20,119092,SIP,25512,Tamil Nadu,Coimbatore,B30,26-35,Male,20.7,Mandate,PENDING
INV000728,2025-03-20,120842,REDEMPTION,322908,Telangana,Hyderabad,T30,26-35,Male,8.4,Net Banking,PENDING
INV003962,2025-03-20,120505,LUMPSUM,92116,Haryana,Gurugram,T30,26-35,Male,20.4,UPI,PENDING
INV000659,2025-03-20,102886,REDEMPTION,192601,Haryana,Faridabad,B30,26-35,Male,17.2,Net Banking,PENDING
INV001239,2025-03-21,125497,SIP,2731,Madhya Pradesh,Bhopal,B30,36-45,Male,43.5,Cheque,PENDING
INV004410,2025-03-21,149324,LUMPSUM,404107,Tamil Nadu,Chennai,T30,36-45,Male,45.5,Net Banking,PENDING
INV003614,2025-03-21,101207,REDEMPTION,422519,Maharashtra,Mumbai,T30,26-35,Male,13.3,UPI,PENDING
INV000097,2025-03-21,120841,SIP,46091,Karnataka,Mysore,B30,18-25,Male,6.0,Mandate,PENDING
INV002400,2025-03-22,125497,SIP,2233,Punjab,Chandigarh,T30,36-45,Male,15.5,UPI,PENDING
INV004293,2025-03-22,120841,SIP,1114,Rajasthan,Jaipur,T30,36-45,Male,54.9,Mandate,PENDING
INV000320,2025-03-22,148567,LUMPSUM,130193,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Net Banking,PENDING
INV001997,2025-03-22,120841,SIP,2690,Delhi,New Delhi,T30,56+,Female,24.8,Cheque,PENDING
INV000523,2025-03-22,102886,REDEMPTION,312036,West Bengal,Kolkata,T30,36-45,Male,13.1,Cheque,PENDING
INV003762,2025-03-22,102885,LUMPSUM,502356,Telangana,Hyderabad,T30,36-45,Male,39.4,Mandate,PENDING
INV000017,2025-03-23,120503,SIP,12884,Gujarat,Surat,T30,46-55,Female,31.5,UPI,PENDING
INV003200,2025-03-23,120841,SIP,28060,Punjab,Chandigarh,T30,46-55,Male,61.2,UPI,PENDING
INV002852,2025-03-23,148568,SIP,8912,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,PENDING
INV004025,2025-03-23,120505,SIP,11904,Gujarat,Ahmedabad,T30,56+,Male,18.7,UPI,PENDING
INV000130,2025-03-24,102886,LUMPSUM,64520,Madhya Pradesh,Indore,T30,56+,Female,69.4,Cheque,PENDING
INV002242,2025-03-24,149324,REDEMPTION,172806,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Cheque,PENDING
INV004827,2025-03-24,120506,REDEMPTION,49011,Uttar Pradesh,Kanpur,B30,56+,Female,43.7,Net Banking,PENDING
INV000530,2025-03-24,119552,LUMPSUM,28253,West Bengal,Kolkata,T30,18-25,Male,5.3,UPI,PENDING
INV002476,2025-03-24,119551,SIP,1111,Telangana,Hyderabad,T30,36-45,Female,58.6,UPI,PENDING
INV000925,2025-03-24,149324,SIP,8169,Karnataka,Mysore,B30,18-25,Male,3.6,Net Banking,PENDING
INV004241,2025-03-25,120841,LUMPSUM,43479,Maharashtra,Mumbai,T30,36-45,Male,18.9,Mandate,PENDING
INV004999,2025-03-25,100025,REDEMPTION,75502,Telangana,Hyderabad,T30,26-35,Male,24.8,Cheque,PENDING
INV002635,2025-03-25,120505,LUMPSUM,45058,Telangana,Hyderabad,T30,18-25,Male,3.8,Net Banking,PENDING
INV003830,2025-03-25,102887,LUMPSUM,108571,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,PENDING
INV004290,2025-03-25,148569,SIP,1108,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Mandate,PENDING
INV002215,2025-03-26,120843,REDEMPTION,457109,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Mandate,PENDING
INV004952,2025-03-26,102887,LUMPSUM,337579,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Mandate,PENDING
INV003140,2025-03-26,120504,SIP,2969,West Bengal,Kolkata,T30,26-35,Male,16.9,Net Banking,PENDING
INV003647,2025-03-26,119095,LUMPSUM,147104,Haryana,Faridabad,B30,56+,Male,57.2,Net Banking,PENDING
INV001870,2025-03-26,100016,LUMPSUM,354003,Madhya Pradesh,Indore,T30,26-35,Male,19.3,Cheque,PENDING
INV002015,2025-03-27,100016,LUMPSUM,232487,Delhi,New Delhi,T30,26-35,Female,11.1,UPI,PENDING
INV004622,2025-03-27,149324,SIP,2974,Delhi,New Delhi,T30,36-45,Male,48.8,Cheque,PENDING
INV000414,2025-03-27,119120,SIP,4200,Tamil Nadu,Chennai,T30,36-45,Male,21.9,UPI,PENDING
INV004418,2025-03-27,148569,SIP,486,Haryana,Faridabad,B30,26-35,Female,23.2,Mandate,PENDING
INV003761,2025-03-27,100025,SIP,6857,Karnataka,Mysore,B30,46-55,Male,61.2,UPI,PENDING
INV004737,2025-03-28,101206,SIP,56185,Madhya Pradesh,Indore,T30,46-55,Male,98.4,Cheque,PENDING
INV002800,2025-03-28,119598,SIP,453,West Bengal,Kolkata,T30,36-45,Male,51.9,Cheque,PENDING
INV003146,2025-03-28,101207,SIP,6031,Rajasthan,Udaipur,B30,26-35,Male,20.2,Net Banking,PENDING
INV001644,2025-03-28,118636,SIP,2069,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,UPI,PENDING
INV002177,2025-03-28,101206,SIP,20734,Haryana,Gurugram,T30,26-35,Male,13.2,Net Banking,PENDING
INV000177,2025-03-28,101207,SIP,11913,Rajasthan,Jaipur,T30,26-35,Male,17.6,Net Banking,PENDING
INV001392,2025-03-29,101206,SIP,17220,Rajasthan,Udaipur,B30,26-35,Male,18.5,UPI,PENDING
INV000684,2025-03-29,120503,SIP,10564,Rajasthan,Udaipur,B30,26-35,Male,10.4,Net Banking,PENDING
INV004184,2025-03-29,118635,SIP,1139,Karnataka,Bangalore,T30,26-35,Male,9.9,Mandate,PENDING
INV004212,2025-03-29,102887,LUMPSUM,449242,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,Cheque,PENDING
INV004589,2025-03-29,118632,LUMPSUM,460374,Gujarat,Ahmedabad,T30,36-45,Male,14.4,Net Banking,PENDING
INV002311,2025-03-29,125498,LUMPSUM,63691,Rajasthan,Udaipur,B30,36-45,Male,31.5,Cheque,PENDING
INV003785,2025-03-29,120842,LUMPSUM,272454,Karnataka,Bangalore,T30,36-45,Male,28.2,Mandate,PENDING
INV004565,2025-03-29,120842,LUMPSUM,577969,Gujarat,Surat,T30,26-35,Male,9.2,Net Banking,PENDING
